"","Раздел","Категория Revit","Семейство","Версия","Описание изменения","Ответственный","Путь"
"17.04.2023","ОВ","Аннотации","АСК_Марка_Оборудования_Наименование_Настройка пропускной способности ОТП","1.0.2","Создано","Пятков Роман Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Аннотации\Марки оборудования\АСК_Марка_Оборудования_Наименование_Настройка пропускной способности ОТП (v1.0.2).rfa"
"17.04.2023","ОВ","Аннотации","АСК_Марка_Трубы_Стояк_Диаметр_ОВ","2.0.5","Создано","Пятков Роман Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Аннотации\Марки труб\АСК_Марка_Трубы_Стояк_Диаметр_ОВ (v2.0.5).rfa"
"17.04.2023","ОВ","Воздухораспределители","АСК_Диффузор_Регулируемый_Прямоугольный_Вытяжной_Nevatom","1.3.7","Создано","Пятков Роман Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Воздухораспределители\_Неватом\АСК_Диффузор_Регулируемый_Прямоугольный_Вытяжной_Nevatom (v1.3.7).rfa"
"17.04.2023","ОВ","Воздухораспределители","АСК_Диффузор_Регулируемый_Прямоугольный_Приточный_Nevatom","1.3.4","Создано","Пятков Роман Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Воздухораспределители\_Неватом\АСК_Диффузор_Регулируемый_Прямоугольный_Приточный_Nevatom (v1.3.4).rfa"
"17.04.2023","ОВ","Оборудование","АСК_Блок кондиционера_Наружный_Mitsubishi_PU-P","2.0.1","Исправлены зоны обслуживания, удалены лишние параметры, почищено от мусора, изменены имена параметров","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Кондиционирование\АСК_Блок кондиционера_Наружный_Mitsubishi_PU-P (v2.0.1).rfa"
"17.04.2023","ОВ","Оборудование","АСК_Вентилятор_Крышный_Радиальный_УКРОС_ВЕЗА","1.1.5","Создано","Пятков Роман Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Вентиляторы\ВЕЗА\Крышные\АСК_Вентилятор_Крышный_Радиальный_УКРОС_ВЕЗА (v1.1.5).rfa"
"17.04.2023","ТХ","Мебель","АСК_Консоль для снарядов","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Мебель\АСК_Консоль для снарядов (v1.0.1).rfa"
"17.04.2023","ТХ","Мебель","АСК_Скамья с вешалкой","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Мебель\АСК_Скамья с вешалкой (v1.0.1).rfa"
"17.04.2023","ТХ","Мебель","АСК_Скамья с вешалкой_Односторонняя","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Мебель\АСК_Скамья с вешалкой_Односторонняя (v1.0.1).rfa"
"17.04.2023","ТХ","Мебель","АСК_Пуф_Прямоугольный_Вариант 2","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Мебель\АСК_Пуф_Прямоугольный_Вариант 2 (v1.0.1).rfa"
"17.04.2023","ТХ","Мебель","АСК_Пуф_Прямоугольный_Вариант 3","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Мебель\АСК_Пуф_Прямоугольный_Вариант 3 (v1.0.1).rfa"
"17.04.2023","ТХ","Оборудование","АСК_Прилавок_Тип 6","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Оборудование\АСК_Прилавок_Тип 6 (v1.0.1).rfa"
"18.04.2023","АР","Окна","_АСК_Откосы_ГКЛ","1.0.3","Добавлена возможность убирать боковые откосы для совмещения нескольких проёмов","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_3_Разработка семейств\01_В работе\Окна\Откосы\_АСК_Откосы_ГКЛ (v1.0.3).rfa"
"18.04.2023","АР","Окна","_АСК_Откосы_ПВХ","1.0.3","Добавлена возможность убирать боковые и верхний откосы для совмещения нескольких проёмов","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\Откосы\_АСК_Откосы_ПВХ (v1.0.3).rfa"
"18.04.2023","АР","Окна","•Плечо углового откоса ПВХ","","Добавлена возможность убирать боковые и верхний откосы для совмещения нескольких проёмов","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_3_Разработка семейств\01_В работе\Окна\Откосы\_Вложенные\•Плечо углового откоса ПВХ.rfa"
"18.04.2023","АР","Окна","_АСК_Откосы_ПВХ_Угловые","1.0.4","Добавлена возможность убирать боковые и верхний откосы для совмещения нескольких проёмов","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\Откосы\_АСК_Откосы_ПВХ_Угловые (v1.0.4).rfa"
"18.04.2023","АР","Окна","_АСК_Откосы_ПВХ_Эркерные","1.0.3","Добавлена возможность убирать боковые и верхний откосы для совмещения нескольких проёмов","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\Откосы\_АСК_Откосы_ПВХ_Эркерные (v1.0.3).rfa"
"18.04.2023","АР","Окна","•Плечо углового откоса ГКЛ","","Добавлена возможность убирать боковые и верхний откосы для совмещения нескольких проёмов","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_3_Разработка семейств\01_В работе\Окна\Откосы\_Вложенные\•Плечо углового откоса ГКЛ.rfa"
"18.04.2023","АР","Окна","_АСК_Откосы_ГКЛ_Угловые","1.0.3","Добавлена возможность убирать боковые и верхний откосы для совмещения нескольких проёмов","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\Откосы\_АСК_Откосы_ГКЛ_Угловые (v1.0.3).rfa"
"18.04.2023","АР","Окна","_АСК_Откосы_ГКЛ_Эркерные","1.0.2","Добавлена возможность убирать боковые и верхний откосы для совмещения нескольких проёмов","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\Откосы\_АСК_Откосы_ГКЛ_Эркерные (v1.0.2).rfa"
"18.04.2023","ОВ","Воздухораспределители","АСК_Вентилятор_Крышный_ВКОП0+ПЕК-ОСА+СТАМ400_ВЕЗА","1.2.9","Изменение каталога изготовителя","Пятков Роман Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Вентиляторы\ВЕЗА\Крышные\АСК_Вентилятор_Крышный_ВКОП0+ПЕК-ОСА+СТАМ400_ВЕЗА (v1.1.9).rfa"
"18.04.2023","ОВ","Воздухораспределители","АСК_Диффузор_Потолочный_Прямоуг_4АПН_4АПР с камерой ЗКСД_Арктос_Вытяжной","1.0.6","Добавлен выбор типа подвода - торцевой или боковой","Пятков Роман Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Воздухораспределители\_Арктос\АСК_Диффузор_Потолочный_Прямоуг_4АПН_4АПР с камерой ЗКСД_Арктос_Вытяжной (v1.0.6).rfa"
"18.04.2023","ОВ","Воздухораспределители","АСК_Диффузор_Потолочный_Прямоуг_4АПН_4АПР с камерой ЗКСД_Арктос_Приточный","1.0.6","Добавлен выбор типа подвода - торцевой или боковой","Пятков Роман Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Воздухораспределители\_Арктос\АСК_Диффузор_Потолочный_Прямоуг_4АПН_4АПР с камерой ЗКСД_Арктос_Приточный (v1.0.6).rfa"
